1	39	136
2	1	301
3	36	338
4	20	372
5	1	422
6	2	732
7	3	755
8	9	758
9	2	768
10	19	769
11	1	775
12	13	778
13	21	1055
14	43	1097
15	26	1121
16	1	1193.01
17	16	1247
18	37	1320
19	29	1370
20	6	1425
21	19	1442
22	41	1467.01
23	16	1497
24	34	1504
25	19	1522
26	59	1540
27	3	2732
28	2	2863
29	6	2926
30	21	2939
31	5	2941
32	1	2964
33	41	2971
34	20	2995
35	33	3034
36	2	3046
37	5	3048
38	30	3053
39	9	3086
40	30	3142
41	24	3159
42	11	3225
43	38	3233
44	9	3264
45	7	3318
46	35	3354
47	8	3441
48	29	3451
49	3	3483
50	38	3506
51	28	3543
52	41	3567
53	12	202.01
54	5	528
55	21	680
56	71	721
57	3	1444
58	16	1487
59	66	1563
60	2	1659
61	7	1743
62	104	2617
63	81	2659
64	51	2783.01
65	20	2815
66	18	2824
67	63	2838
68	122	2883
69	16	2927
70	5	2928
71	14	2938
72	12	5183
73	6	5211
74	20	5334
75	73	5337
76	24	5363
77	31	5417
78	90	5465
79	34	5513
80	63	5517
81	81	5625
82	9	5679
83	114	5715
84	7	5748
85	12	5751
86	20	5828
87	106	5848
88	60	5858
89	61	793
90	29	883
91	38	930
92	57	1784
93	80	1790
94	98	1792
95	11	1819
96	37	1836
97	175	2792
98	39	2932
99	124	2960
100	88	3078
101	73	3085
102	19	3098
103	191	3109
104	70	3116
105	64	3126
106	59	6039
107	18	6204
108	19	6248
109	38	6345
110	46	6539
111	33	6598
112	111	6708
113	61	6843
114	36	6867
115	56	6881
116	112	6932
117	99	6939
118	217	6948
119	64	6950
120	170	6997
121	123	7007
122	7	7012
123	17	974
124	24	1016
125	160	1021
126	5	1705
127	6	1748
128	93	1912
129	204	1948
130	40	1961
131	116	3160
132	43	3233
133	14	3289
134	32	3304
135	23	3318
136	13	3332
137	56	3332.01
138	90	3341
139	177	3348
140	28	3351
141	27	6672
142	90	6729
143	27	6732
144	17	6787
145	15	6820
146	16	6857
147	4	6888
148	34	6904
149	89	7046
150	63	7122
151	5	7146
152	28	7167
153	84	7215
154	17	7288
155	17	7320
156	36	7367
157	93	7452
158	79	7500
159	1	323
160	29	752
161	1	871
162	49	1122
163	9	1838
164	1	2044
165	96	2047
166	5	2072
167	1	2163
168	18	2809
169	74	3064.01
170	58	3067
171	30	3237
172	1	3332.02
173	89	3386
174	41	3466
175	35	3550
176	163	3685
177	198	3793
178	166	3860
179	75	6448
180	10	7565
181	167	7600
182	46	7822
183	25	8175
184	20	8853
185	239	8881
186	95	8957
187	33	9250
188	1	9495
189	15	9682
190	159	9837
191	217	10019
192	1	10028
193	32	10236
194	149	10347
195	25	10455
196	1	10890
197	208	11000
198	35	11172
199	58	4
200	5	154
201	15	723
202	108	777
203	15	816
204	169	876
205	64	943
206	4	1075
207	1	1368
208	21	1373
209	65	1448
210	7	1518
211	4	1555
212	86	1622
213	60	2110
214	81	2316
215	28	2349
216	22	2385
217	48	2394
218	8	2403
219	6	2449
220	5	2488
221	64	2493
222	67	2543.01
223	36	2682
224	12	2693
225	18	2720
226	16	4262
227	54	4368
228	7	4376
229	36	4427
230	42	4578
231	43	4594
232	75	4644
233	21	4656
234	81	4708
235	1	4863
236	51	4967
237	69	5006
238	37	5025
239	128	5037
240	24	5364
241	4	5639
242	79	5648
243	45	5653
244	14	5673
245	81	5718
246	15	5733
247	71	5846
248	23	5892
249	30	5896
250	40	5945
251	45	5991
252	18	60
253	25	132
254	1	138
255	23	352
256	1	373
257	5	418
258	36	419
259	2	462
260	18	468
261	7	493
262	23	560
263	10	625
264	23	701
265	2	710
266	38	826
267	20	860
268	3	908
269	20	939
270	36	945
271	39	966
272	2	971
273	22	985
274	8	1090
275	29	1115
276	42	1198
277	21	1286
278	22	1300
279	14	1333
280	42	1336.01
281	33	1365
282	41	1374
283	4	1380
284	23	1389
285	32	1424
286	23	1470
287	7	1509
288	53	1517
289	10	1521
290	14	1541
291	2	1620
292	12	1649
293	15	1957
294	1	2093
295	7	2095
296	1	2414
297	34	2546
298	9	2580
299	16	2637
300	18	2654
301	41	2659
302	5	2667
303	47	2679
304	11	2689
305	26	2713
306	44	2733
307	25	2741
308	28	2753
309	38	2788
310	48	2796
311	19	2802
312	46	2804
313	39	2828
314	47	2830
315	26	2837
316	31	2841
317	32	2849
318	46	2990
319	50	3001
320	11	3073
321	14	3103
322	8	3171
323	3	3178
324	16	3256
325	10	3277
326	61	3305
327	26	3317
328	38	3357
329	10	3416
330	28	3420
331	3	77
332	73	878
333	110	988
334	70	1037
335	16	1755
336	156	1811
337	11	1939
338	119	1950
339	3	1967
340	66	3050
341	29	3071
342	162	3181
343	50	3199
344	20	3229
345	87	3264.01
346	92	3287
347	77	3320
348	16	3321
349	66	4790
350	143	6148
351	25	6282
352	10	6692
353	29	6742
354	105	6746
355	1	6874
356	11	6986
357	15	6988
358	119	7023
359	64	7052
360	23	7191
361	105	7298
362	38	7316
363	16	7326
364	29	7345
365	17	48
366	2	49.01
367	21	96
368	3	133
369	6	160
370	15	167
371	1	208
372	1	480
373	1	619
374	11	620
375	18	646
376	14	666
377	4	677
378	12	681
