1	17	205
2	50	636
3	33	655
4	3	698
5	30	840
6	20	846
7	10	982
8	7	1028
9	15	1092
10	1	1113
11	32	1117
12	12	1402
13	7	1406
14	24	1500
15	34	1559
16	46	1562
17	28	1876
18	29	1887
19	27	1892
20	21	2047
21	19	2076
22	12	2088
23	24	2102
24	12	2186
25	12	2220
26	15	2374
27	2	2400
28	33	2404
29	8	2501
30	31	2542
31	1	533.01
32	35	905
33	91	1966
34	43	2135
35	95	2174
36	20	2224
37	55	2261
38	1	3134
39	119	3307
40	187	3397
41	242	3532
42	2	3553
43	2	3861
44	60	3926
45	2	3941
46	1	5062
47	45	8178
48	37	8345
49	84	8461
50	1	8561
51	117	8801
52	15	9279
53	206	9576
54	192	9630
55	1	9805
56	62	10148
57	80	10156
58	1	10517
59	35	10638
60	225	10639
61	69	259
62	21	804
63	100	892
64	118	917
65	27	1651
66	86	1671
67	68	1699
68	16	1781
69	112	1791
70	70	2154
71	15	2441
72	16	2484
73	60	2687
74	10	2690
75	73	2737
76	63	2743
77	110	2780
78	9	2794
79	2	2799
80	55	5143
81	45	5416
82	11	5451
83	59	5478
84	60	5495
85	39	5501
86	32	5512
87	31	5532
88	34	5550
89	96	5569
90	14	5573
91	56	5632
92	58	5644
93	52	5722
94	9	5778
95	91	5854
96	3	63.01
97	24	123
98	25	452
99	15	481
100	17	488
101	7	490
102	50	505
103	2	527
104	28	540
105	3	867
106	28	876
107	14	880
108	3	887
109	16	895
110	32	900
111	18	916
112	17	925
113	40	937
114	62	939
115	11	949
116	37	958
117	29	972
118	12	975
119	58	1417
120	3	1435
121	37	1473
122	33	1512
123	44	1518
124	31	1525
125	46	1531
126	7	1531.01
127	33	1532
128	22	1552
129	63	1553
130	75	1564
131	35	1567
132	4	1568
133	29	1571
134	35	1592
135	55	1617
136	46	1658
137	18	1660
138	26	1683
139	23	1684
140	34	1688
141	5	1694
142	13	2772
143	19	2808
144	27	2825
145	27	2874
146	24	2937
147	13	2954
148	29	2976
149	45	2987
150	6	3003
151	15	3013
152	48	3029
153	33	3042
154	16	3089
155	42	3139
156	12	3167
157	55	3195
158	34	3197
159	20	3232
160	32	3262
161	23	3273
162	38	3311
163	54	3313
164	4	3376
165	52	3377
166	47	3389
167	27	3449
168	52	3465
169	34	3471
170	51	3485
171	48	3490
172	64	3494
173	15	3496
174	25	3519
175	60	3526
176	49	3529
177	16	3550
178	61	3561
179	42	3577
180	26	3603
181	20	3604
182	12	3618
183	39	3636
184	15	3654
