1	36	103
2	40	378
3	4	403
4	2	414
5	6	440
6	1	537
7	1	541
8	3	586
9	38	641
10	22	649
11	4	684
12	2	715
13	2	1072.01
14	9	1073
15	7	1185
16	2	1186
17	29	1199
18	4	1289
19	14	1322
20	24	1335.01
21	14	1343
22	40	1345
23	1	1373
24	55	1381
25	28	1415
26	32	1416
27	9	1474
28	2	1982
29	31	1986
30	19	2218
31	8	2259
32	5	2416
33	26	2471
34	34	2489
35	20	2549
36	27	2609
37	20	2612
38	3	2632
39	16	2705
40	2	2724
41	22	2729
42	25	2745
43	24	2769
44	6	2785
45	7	2823
46	6	2832
47	21	2843
48	29	2853
49	36	2861
50	23	2915
51	12	40
52	15	247
53	56	257
54	26	669
55	19	671.01
56	116	765
57	72	1606
58	13	1672
59	299	1709
60	64	1712
61	88	1759
62	65	1892
63	75	2086
64	20	2191
65	9	2279
66	9	2304
67	5	2460
68	5	2464
69	46	2471
70	23	2540
71	10	2556
72	146	2598
73	1	2996
74	4	3951
75	15	4071
76	32	4096
77	48	4156
78	10	4254
79	26	4333
80	10	4391
81	13	4409
82	61	4476
83	6	4521
84	45	4620
85	1	4623
86	47	4690
87	17	4760
88	113	4765
89	45	4822
90	5	4872
91	1	74
92	18	91
93	2	344
94	2	368
95	26	368
96	8	411
97	12	428
98	28	432
99	9	434
100	44	436
101	10	671
102	7	691
103	46	712
104	37	748
105	1	751
106	47	770
107	16	796
108	5	806
109	22	837
110	4	970
111	10	981.01
112	46	983
113	7	1022
114	6	1023
115	22	1024
116	24	1088
117	30	1108
118	13	1120
119	15	1140
120	33	1152
121	22	1163
122	3	1164
123	13	1168
124	29	1190
125	29	1218
126	16	1263
127	34	1269.01
128	5	1305
129	10	1311
130	8	1404
131	29	1828
132	23	1851
133	14	1890
134	25	1900
135	6	1950
136	33	1966
137	21	1998
138	16	2010
139	6	2062
140	28	2099
141	8	2206
142	23	2211
143	5	2269
144	26	2271
145	11	2295
146	48	2327
147	22	2335
148	22	2359
149	32	2369
150	20	2380
151	39	2389
152	21	2390
153	11	2417
154	27	2428
155	15	2444
156	25	2448
157	25	2452
158	29	2467
159	6	2524
160	5	2538
161	31	2555
162	7	2610
163	17	2611
164	25	2615
165	6	2628
166	29	216
167	52	875
168	20	891
169	162	928
170	6	1708
171	13	1727
172	61	1735
173	55	1915
174	15	1940
175	3	2436
176	60	2567
177	40	2630
178	75	2754
179	5	2777
180	97	2833
181	52	2841
182	8	2971
183	5	2982
184	2	4534
185	100	4598
186	51	4923
187	44	4928
188	4	5191
189	2	5249
190	34	5270
191	25	5432
192	12	5541
193	28	5580
194	35	5645
195	31	5652
196	27	5691
197	17	5755
198	26	5824
199	3	5909
200	18	6003
201	15	39
202	5	62
203	2	72
204	13	88
205	2	105
206	1	112
207	7	150
208	3	168
209	2	171
210	6	183
211	1	308
212	14	438
213	13	481
214	2	487
215	4	523
216	14	527
217	15	532
218	32	561
219	18	562
220	1	589
221	3	601
222	3	603
223	32	610
224	28	635.01
225	26	642
226	11	650
227	4	756.01
228	47	974
229	29	976
230	12	984
231	2	1005
232	23	1006
233	17	1041.01
234	4	1066
235	19	1091
236	16	1092
237	3	1096
238	21	1110
239	33	1111
240	24	1112
241	48	1129
242	17	1131
243	20	1135
244	35	1149
245	29	1173
246	14	1181
247	4	1187
248	23	1188
249	3	1194
250	40	1196
251	44	1201
252	22	1202
253	41	1204
254	3	1718
255	10	2110
256	11	2197
257	25	2738
258	19	2788
259	6	2799
260	7	2811
261	24	2869
262	24	2902
263	4	2912
264	33	2940
265	42	2947
266	37	2957
267	31	2964
268	11	2988
269	20	2991
270	58	2999
271	45	3021
272	34	3028
273	34	3031
274	38	3062
275	25	3066
276	1	3081
277	15	3084
278	12	3130
279	13	3131
280	22	3146
281	28	3147
282	54	3174
283	52	3175
284	28	3179
285	13	3182
286	34	3189
287	49	3191
288	34	3234
289	54	3239
290	37	3246
291	16	3247
292	43	3269
293	34	3270
294	7	3275
295	28	3281
296	34	3292
297	23	3293
298	17	3309
299	38	3312
300	31	3315
301	58	3319
302	33	3321
303	17	3323
304	4	3326
305	42	3356
306	1	2
307	3	5
308	3	31
309	1	37
310	1	37
311	2	41
312	3	41
313	3	42
314	4	44
315	3	45
316	2	47
317	3	48
318	3	49
319	4	56
320	3	62
321	4	63
322	1	64
323	2	65
324	3	67
325	3	67
326	3	69
327	3	70
328	3	71
329	5	72
330	4	75
331	3	76
332	3	81
333	4	83
334	4	85
335	1	88
336	3	89
337	4	91
338	3	93
339	3	95
340	2	98
341	3	98
342	4	100
343	3	101
344	2	103
345	3	104
346	2	105
347	3	107
348	3	109
349	3	113
350	1	114
351	3	115
352	3	116
353	2	120
354	2	121
355	3	123
356	3	124
357	3	135
358	3	142
359	3	143
360	3	144
361	3	148
362	3	151
363	4	154
364	3	155
365	4	156
366	3	162
367	3	164
368	3	165
369	3	168
370	3	169
371	4	172
372	2	175
373	4	176
374	3	179
375	3	181
376	3	182
377	3	183
378	3	185
379	4	186
380	3	187
381	2	188
382	5	189
383	3	190
384	4	191
385	3	192
386	3	194
387	3	194
388	3	196
389	3	201
390	5	203
391	10	908
392	68	951
